Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
2a73bad2fa2c7ef420f647cbaf1044f2f757125a771bec63d776e625d16c1f9b,2019-03,West Midlands Police,West Midlands Police,-1.798357,52.543745,On or near ULLENHALL ROAD,E01009436,Birmingham 012B,Investigation complete; no suspect identified
cd286f8e313462eb0a60697fa6e8cc90712c20dd9286665b3d574ff033e2a0b8,2019-03,West Midlands Police,West Midlands Police,-1.818743,52.477379,On or near UPTON ROAD,E01009513,Birmingham 066F,Investigation complete; no suspect identified
f1b95f30c166306e69acfa5fa7fcb17f16d2912cdc78f9d8d17cef08615b492b,2019-03,West Midlands Police,West Midlands Police,-1.881450,52.465879,On or near Shopping Area,E01009365,Birmingham 071D,Investigation complete; no suspect identified
1117dd0ded56e26c534996bf883daf29d468c05f6eee3d76bffea5f3c6bdebbb,2019-03,West Midlands Police,West Midlands Police,-1.800585,52.540144,On or near WALMLEY CLOSE,E01009437,Birmingham 006C,Investigation complete; no suspect identified
072f1ae8b2b49aff39a0a1b3e877be2cf2a7ccd289b3dbbc8a4d0534fd30ca6d,2019-03,West Midlands Police,West Midlands Police,-1.868032,52.449116,On or near SHOWELL GREEN LANE,E01009389,Birmingham 093B,Investigation complete; no suspect identified
f65c525d46458a442c215f562f774306c89879d3dfd69255ecd247900d64e1e6,2019-03,West Midlands Police,West Midlands Police,-1.842639,52.522695,On or near COTON LANE,E01009007,Birmingham 023D,Investigation complete; no suspect identified
f322f7b80c4f5871903673868508ccad3ad9f2bad3a7570798a628641e8cdf60,2019-03,West Midlands Police,West Midlands Police,-1.831237,52.428851,On or near ARKLEY ROAD,E01009033,Birmingham 103F,Investigation complete; no suspect identified
dbff91b263d2315cae5ebb4f55eb2aca652edbeade9cc4782df0a62ffced00af,2019-03,West Midlands Police,West Midlands Police,-1.815951,52.490158,On or near STECHFORD ROAD,E01009490,Birmingham 055D,Unable to prosecute suspect
83e8fb1224b0523a704c9cd4d9137395f65b06eebb957ade50466957d1a0338c,2019-03,West Midlands Police,West Midlands Police,-1.810591,52.448787,On or near NAVIGATORS ROAD,E01008895,Birmingham 089F,Investigation complete; no suspect identified
ae2293656c95ab66f4735d68e1ef50458a8d9ee3f9a253d8f4bcae19d37b0443,2019-03,West Midlands Police,West Midlands Police,-1.810591,52.448787,On or near NAVIGATORS ROAD,E01008895,Birmingham 089F,Investigation complete; no suspect identified
86c5071181a7812dc64831d81ff7a3609d8f7997bed087e79f2774450186e411,2019-03,West Midlands Police,West Midlands Police,-1.761357,52.498187,On or near SYDNEY WAY,E01009308,Birmingham 046C,Unable to prosecute suspect
215da47da679bef56fa91eec4816e78c6c210316c7035db19380bd32839e9e37,2019-03,West Midlands Police,West Midlands Police,-1.810959,52.486644,On or near OLD STATION ROAD,E01009095,Birmingham 056A,Investigation complete; no suspect identified
e7065c85333a28f2d42d0b08c7db8fe99d0cd8e2e7f76ae29346d5581ff641d0,2019-03,West Midlands Police,West Midlands Police,-1.793633,52.519725,On or near BIGGIN CLOSE,E01009099,Birmingham 029C,Investigation complete; no suspect identified
4e70127a81ca212764aac109a210c7eefbdacbcf09bdeef85a1b72d54ef15b49,2019-03,West Midlands Police,West Midlands Police,-1.842106,52.523476,On or near YORK ROAD,E01009007,Birmingham 023D,Unable to prosecute suspect
16f2a903dbf1cc9b57f4e299c4d930136b48f2579b4e2c8be6964d2153040696,2019-03,West Midlands Police,West Midlands Police,-1.885026,52.454977,On or near Petrol Station,E01009376,Birmingham 084C,Investigation complete; no suspect identified
f36d9f9213bb1e178c079fa2bb508c3a1c3a9d7adcfa2c084b4eb9f86c9c8d23,2019-03,West Midlands Police,West Midlands Police,-1.831864,52.464911,On or near BERKELEY MEWS,E01008884,Birmingham 078B,Unable to prosecute suspect
4b7b8c54b65d3c48d333052318c74de2476e26a9f8fd95cea6f4eef00d607a3b,2019-03,West Midlands Police,West Midlands Police,-1.815543,52.517280,On or near CRANWELL GROVE,E01009102,Birmingham 028D,Investigation complete; no suspect identified
2310dad6a8013b202610d2679310844ca266b5dad0b4b81a38a0ef11904a1da4,2019-03,West Midlands Police,West Midlands Police,-1.798945,52.489150,On or near LYME GREEN ROAD,E01009092,Birmingham 054A,Unable to prosecute suspect
9614e17e9861b7477701b7a5093838c125fd993682b35f3fdc48c575c1a9271b,2019-03,West Midlands Police,West Midlands Police,-1.816936,52.444463,On or near Supermarket,E01009015,Birmingham 089G,Investigation complete; no suspect identified
b8c47ea69777dc89361a416f71f03462a89047227e677bb9a42f346ddcee4814,2019-03,West Midlands Police,West Midlands Police,-1.836302,52.550267,On or near SUNNINGDALE CLOSE,E01009466,Birmingham 009D,Investigation complete; no suspect identified
0d4ce21cccc85cbcd04b2500f8020cef2759ad54d2a8cd2a35b5ece9afe2ff6d,2019-03,West Midlands Police,West Midlands Police,-1.772482,52.480274,On or near Supermarket,E01009299,Birmingham 057B,Investigation complete; no suspect identified
4f3545d12a850b7fe1aa563edfe86141a02f2259dbd9a79d2b42e79b78e46603,2019-03,West Midlands Police,West Midlands Police,-1.835525,52.470013,On or near KINGSCLIFF ROAD,E01009325,Birmingham 063A,Unable to prosecute suspect
b392f6c80b9dea95ef2fc882e872df901ad8654572938042d1200b17d9ab9e78,2019-03,West Midlands Police,West Midlands Police,-1.819650,52.435478,On or near LIDDON ROAD,E01009019,Birmingham 103A,Investigation complete; no suspect identified
4cf6600178ea8120f9a59951b11b192f7e2152da84f0de807a9ad6a16eb54bb6,2019-03,West Midlands Police,West Midlands Police,-1.786972,52.516684,On or near RHOOSE CROFT,E01009097,Birmingham 029B,Investigation complete; no suspect identified
ff77fdd0213be28922a7c3501697f3c7bbb30863dad30d00f9eb884e683854fa,2019-03,West Midlands Police,West Midlands Police,-1.770989,52.501191,On or near Supermarket,E01009304,Birmingham 046A,Investigation complete; no suspect identified
43ad515ecb3334483d83836d108f269ebf47aae6fc273e68f75fc20844dea644,2019-03,West Midlands Police,West Midlands Police,-1.874882,52.456711,On or near COLVILLE ROAD,E01009397,Birmingham 077E,Investigation complete; no suspect identified
d0f79fc9933804efaaa16aa5059a8c033273ec495304b7223d73c39682955ff1,2019-03,West Midlands Police,West Midlands Police,-1.865671,52.451487,On or near LIME COURT,E01009382,Birmingham 140C,Investigation complete; no suspect identified
cb5762566cc2c389350db4dfc247ca3939b814bbc6f0d42fe4af8c8b028f9820,2019-03,West Midlands Police,West Midlands Police,-1.807470,52.452449,On or near LONGLEY CRESCENT,E01008891,Birmingham 089B,Investigation complete; no suspect identified
85a035a315f8b07679766de021f2530f5a87230eb96ec6354f701837ee267c29,2019-03,West Midlands Police,West Midlands Police,-1.861491,52.451608,On or near EVELYN ROAD,E01033641,Birmingham 140G,Investigation complete; no suspect identified
a77284b91ccd23c9c54992ab72438943345ee9a032bce27a174ee12445a6e6f9,2019-03,West Midlands Police,West Midlands Police,-1.811862,52.506280,On or near TOWCESTER CROFT,E01009081,Birmingham 038C,Investigation complete; no suspect identified
eeaf10afecd85c8c9f05c713027412a84c3dbd64ee0daa832fa8c0467f891352,2019-03,West Midlands Police,West Midlands Police,-1.881218,52.459100,On or near KINGSLEY ROAD,E01009375,Birmingham 083B,Unable to prosecute suspect
ff781444e09d344e345d16cd2c18595711efa8c011da010636aa38c5cd81bace,2019-03,West Midlands Police,West Midlands Police,-1.811862,52.506280,On or near TOWCESTER CROFT,E01009081,Birmingham 038C,Investigation complete; no suspect identified
827a37132f324284a0e8aeea3eff14906469928f28c002770643a8014e5d75f1,2019-03,West Midlands Police,West Midlands Police,-1.863934,52.547336,On or near PARKESTON CRESCENT,E01009132,Birmingham 014D,Unable to prosecute suspect
3f33f43ca807cd952b0a1394617aa03fcf9825bfa940ed104b1695e7730ddab5,2019-03,West Midlands Police,West Midlands Police,-1.790952,52.466599,On or near ELMAY ROAD,E01009324,Birmingham 072B,Unable to prosecute suspect
5b64a2216e0d57a36d0bac19bc8680ae731e9bdc133d4e50bd6c077f93a2a3ec,2019-03,West Midlands Police,West Midlands Police,-1.857458,52.520457,On or near MERE ROAD,E01009412,Birmingham 030C,Unable to prosecute suspect
f5202a698a9462099f58a0364f7753159f0f3c35449ba1730f3e674eba52e458,2019-03,West Midlands Police,West Midlands Police,-1.832116,52.491746,On or near BAMVILLE ROAD,E01009487,Birmingham 044F,Investigation complete; no suspect identified
1a4bc2eff0a34bc6ed98d7650fb1b4a61e559f1883ffffbf2e9fe5b1848df01b,2019-03,West Midlands Police,West Midlands Police,-1.817823,52.439763,On or near WOBURN GROVE,E01009021,Birmingham 103C,Investigation complete; no suspect identified
945cbcd406aa57061a5f79f957806cf9002cda32a0feea0fbdab9b75cdd7613b,2019-03,West Midlands Police,West Midlands Police,-1.899975,52.430017,On or near VICARAGE ROAD,E01008963,Birmingham 107B,Investigation complete; no suspect identified
37f1fe85e3843dc7c56a0ce0e6388a599463303b98cf80f84c88328644419f57,2019-03,West Midlands Police,West Midlands Police,-1.860899,52.550892,On or near Shopping Area,E01009473,Birmingham 010E,Unable to prosecute suspect
59e5950749782ab2701ad47bee2eac437712d3108ba6f629b49228def8216d1a,2019-03,West Midlands Police,West Midlands Police,-1.793422,52.479827,On or near WHITTINGTON OVAL,E01009511,Birmingham 054F,Unable to prosecute suspect
0bfda378c984856bbdd8934df0bf022eec8287c49c77ecefc26193c2f4869489,2019-03,West Midlands Police,West Midlands Police,-1.822884,52.501990,On or near RELKO DRIVE,E01009082,Birmingham 044A,Investigation complete; no suspect identified
2b37eed811be5c06dec9e452ecb1aeaced09f7809caf2163c82fc822dd35d81d,2019-03,West Midlands Police,West Midlands Police,-1.793422,52.479827,On or near WHITTINGTON OVAL,E01009511,Birmingham 054F,Unable to prosecute suspect
68ebb6e1bf32547941e1ae556b1edc20e02d085ccda9c605f7c304489a22e977,2019-03,West Midlands Police,West Midlands Police,-1.831775,52.530933,On or near SUTTON ROAD,E01033632,Birmingham 023F,Unable to prosecute suspect
22e1770179ded551c3815d4b9a76ddacdf0c44673f9d9ed4964a5bd7b1053260,2019-03,West Midlands Police,West Midlands Police,-1.860899,52.550892,On or near Shopping Area,E01009473,Birmingham 010E,Investigation complete; no suspect identified
e421d081496e8f69493a0afad6e51732ff07f49b318c4388b5ffb445254fcb02,2019-03,West Midlands Police,West Midlands Police,-1.841820,52.508661,On or near TYBURN ROAD,E01009400,Birmingham 031E,Investigation complete; no suspect identified
d0011e1c2d819ea20397afb59cceff11975f529e0775f4e924fcc7e835555a93,2019-03,West Midlands Police,West Midlands Police,-1.850198,52.471076,On or near KENELM ROAD,E01009328,Birmingham 139C,Investigation complete; no suspect identified
74bb18561f1d07782bdd32f0ac4099c25fc431ee64de7e2358b24bd84d6ad9ac,2019-03,West Midlands Police,West Midlands Police,-1.850259,52.509696,On or near HAWKESYARD ROAD,E01009401,Birmingham 031F,Unable to prosecute suspect
87f9df35051a94dc587d851dcf0162d512c9d1173e5727f86bc61908ddd90ea1,2019-03,West Midlands Police,West Midlands Police,-1.825975,52.491459,On or near CHETWYND ROAD,E01009487,Birmingham 044F,Investigation complete; no suspect identified
64b7f2ac9ebc512b2486fc262c520769b23475cc496bdbce455befd1aa1afa25,2019-03,West Midlands Police,West Midlands Police,-1.841820,52.508661,On or near TYBURN ROAD,E01009400,Birmingham 031E,Investigation complete; no suspect identified
812139789937f5284939fe9cd61290c12ade8970a5625a8a609d5604eb5e2d25,2019-03,West Midlands Police,West Midlands Police,-1.822857,52.468422,On or near ROSEDALE ROAD,E01008898,Birmingham 066C,Investigation complete; no suspect identified
5cfdf6e378b897f15a1f1c06a747d9b370b702e619cb2c29c9aac02af10ec3f4,2019-03,West Midlands Police,West Midlands Police,-1.784565,52.496452,On or near LINGFIELD GARDENS,E01009307,Birmingham 045D,Investigation complete; no suspect identified
ff6517e4a1549a4f04253a437446a7eaa46c570b6511d4129a60b2027790978f,2019-03,West Midlands Police,West Midlands Police,-1.878658,52.464303,On or near PRIESTLEY ROAD,E01009365,Birmingham 071D,Investigation complete; no suspect identified
db89df3b1481b214ae4ab1a95381cb40a373db3776393f6281ddc9e1d94a537f,2019-03,West Midlands Police,West Midlands Police,-1.859957,52.448388,On or near THORNHILL ROAD,E01009391,Birmingham 140D,Investigation complete; no suspect identified
70ae3c50ea2640e8672b03ea9a449b4d2e4f9b349e00894c5a28f72b59142c55,2019-03,West Midlands Police,West Midlands Police,-1.849363,52.547714,On or near MAXSTOKE ROAD,E01009472,Birmingham 010D,Investigation complete; no suspect identified
6ff7045fd78eb6b4ac24fdd67a6cc2ba5a513d026ee0d9b58dbad411a35802e8,2019-03,West Midlands Police,West Midlands Police,-1.825049,52.587694,On or near MERE GREEN ROAD,E01009423,Birmingham 002C,Investigation complete; no suspect identified
f7690a865b1b6d8b50229b03e09c68d35b88a2b8b287d5f35dd41b43039033f0,2019-03,West Midlands Police,West Midlands Police,-1.823488,52.446712,On or near Shopping Area,E01008894,Birmingham 089E,Unable to prosecute suspect
eb7b599c3f87f68771f3306167dd0945c4ef749a36107cae67a9f51744fae40b,2019-03,West Midlands Police,West Midlands Police,-1.855288,52.467801,On or near Nightclub,E01009329,Birmingham 070A,Investigation complete; no suspect identified
33f2e9e19d3af657960077469a735652182a17d195a325b572fe16adf763c06d,2019-03,West Midlands Police,West Midlands Police,-1.829952,52.586973,On or near LICHFIELD ROAD,E01009425,Birmingham 002D,Investigation complete; no suspect identified
9e39ec5d32a8709ae341dbeedf60d1c1d34a4b6d10a324466492859532d19729,2019-03,West Midlands Police,West Midlands Police,-1.823488,52.446712,On or near Shopping Area,E01008894,Birmingham 089E,Investigation complete; no suspect identified
2e845a86a287dc6d5b3c1597b181a8386c6e6231fd0d8f97a402d54012480c8b,2019-03,West Midlands Police,West Midlands Police,-1.865492,52.534554,On or near WENDOVER ROAD,E01009121,Birmingham 014A,Unable to prosecute suspect
2e43324c7218fe1bfe19f5f41bd580f2803503a9a12d26ff4facece261ea10c4,2019-03,West Midlands Police,West Midlands Police,-1.865492,52.534554,On or near WENDOVER ROAD,E01009121,Birmingham 014A,Unable to prosecute suspect
8c837ea8193810a6c37a25422e1e5b9bbbeacecdf9049b25c9db30f70fbb730f,2019-03,West Midlands Police,West Midlands Police,-1.837801,52.523623,On or near Parking Area,E01009007,Birmingham 023D,Investigation complete; no suspect identified
aea6b96f7e66dc5a8d360f9b6607a638aa50295af350b4eb9819937c5a6d2f21,2019-03,West Midlands Police,West Midlands Police,-1.819394,52.465702,On or near Sports/Recreation Area,E01008881,Birmingham 067A,Investigation complete; no suspect identified
87fd6328ab144860443f6d81c9551a1d4c6e2898728f0972913f143e4d7443d5,2019-03,West Midlands Police,West Midlands Police,-1.880426,52.550698,On or near CARSHALTON ROAD,E01009131,Birmingham 011D,Unable to prosecute suspect
58076599d70fce3c2033b7ba556ae61fdc7195cf4b350de6dabbeee0176f3514,2019-03,West Midlands Police,West Midlands Police,-1.816120,52.453155,On or near FLORENCE ROAD,E01008893,Birmingham 089D,Unable to prosecute suspect
73137717ed257d16efc22996ead234646e2d34620aca1193e3e157ee328e8ee3,2019-03,West Midlands Police,West Midlands Police,-1.858154,52.519487,On or near VICTORIA ROAD,E01009412,Birmingham 030C,Unable to prosecute suspect
d0a02b0a8516ececcb191b777e8154ded49690d821404a0282484c77d3a47b3c,2019-03,West Midlands Police,West Midlands Police,-1.777388,52.479816,On or near MEADWAY,E01009299,Birmingham 057B,Unable to prosecute suspect
b9cbbb52a24779da1ab030d64393c693f6acb2cf148dfa43390ffd74a7735db2,2019-03,West Midlands Police,West Midlands Police,-1.779730,52.532681,On or near Supermarket,E01009443,Birmingham 021D,Investigation complete; no suspect identified
7642a0b307c6eb34dcae1cc417079d3543b7d11215772204f3cae38ec86616e2,2019-03,West Midlands Police,West Midlands Police,-1.837781,52.525143,On or near Parking Area,E01009007,Birmingham 023D,Suspect charged
84e9968c9fb5b97f31187941eb93c810805bc196a94851cf181dfa5a83221fbe,2019-03,West Midlands Police,West Midlands Police,-1.835379,52.525058,On or near MASON ROAD,E01009007,Birmingham 023D,Suspect charged
e7aab64178f9a7175addbc390ab9600affb2fb5708d33e5c34fdd279c9d03e1c,2019-03,West Midlands Police,West Midlands Police,-1.857054,52.440464,On or near TOWYN ROAD,E01009044,Birmingham 097C,Investigation complete; no suspect identified
512d3b132f5e7c7987e74ca17c57771fc75006d6aa3a9452c64808646f98e376,2019-03,West Midlands Police,West Midlands Police,-1.781936,52.518742,On or near PIXHALL WALK,E01009097,Birmingham 029B,Investigation complete; no suspect identified
b30e85ce466c18331a747d415d49977e0171c0b480e8c6ad575e5d62d39820d4,2019-03,West Midlands Police,West Midlands Police,-1.838218,52.474386,On or near HOB MOOR CLOSE,E01009343,Birmingham 063E,Unable to prosecute suspect
7cc37bd74072bd78d5ea81e9be8440d10a2639493a9fc3fa4bcb5862394e3e98,2019-03,West Midlands Police,West Midlands Police,-1.759538,52.499469,On or near HALL HAYS ROAD,E01009308,Birmingham 046C,Investigation complete; no suspect identified
8f1c4b73d973c69650a4394a1f10e0cf8df8b52661b83fe06a2d4dd6a8f195df,2019-03,West Midlands Police,West Midlands Police,-1.832521,52.559683,On or near WYNDLEY LANE,E01009449,Birmingham 009A,Investigation complete; no suspect identified
6f784d621abaf2de9f44d7acc6684ccb2c1fa0720e7479e97c55641a8bbda545,2019-03,West Midlands Police,West Midlands Police,-1.819394,52.465702,On or near Sports/Recreation Area,E01008881,Birmingham 067A,Investigation complete; no suspect identified
602145d658c7f24fb9684a7d8ecb247bc134bea5e7d81a9218809a2515a6c3c6,2019-03,West Midlands Police,West Midlands Police,-1.864868,52.454084,On or near JOHNSON CLOSE,E01033643,Birmingham 082F,Investigation complete; no suspect identified
ec2302b056203786c5e99a3ac3941332fe3e2cd9ab816556452e3a67dbea504e,2019-03,West Midlands Police,West Midlands Police,-1.879444,52.462110,On or near TIMBERS WAY,E01009367,Birmingham 083A,Action to be taken by another organisation
276381b69bf45886d552cd8bfd7fdeb0ae7003b185ef13aa4224d1168ff92c06,2019-03,West Midlands Police,West Midlands Police,-1.800310,52.496632,On or near FOWEY ROAD,E01009087,Birmingham 042C,Investigation complete; no suspect identified
0240275c805abb10194927a08385c40fe992a35d731642009cad37f4722c43f6,2019-03,West Midlands Police,West Midlands Police,-1.879444,52.462110,On or near TIMBERS WAY,E01009367,Birmingham 083A,Unable to prosecute suspect
2eaa94d6f330a3c50d3f86dea9df801f2d01f75dc9d29c929e19c04d4c0b52d6,2019-03,West Midlands Police,West Midlands Police,-1.766515,52.461411,On or near GREENVALE AVENUE,E01009317,Birmingham 081C,Unable to prosecute suspect
6f764a4715b4bf2ed2f57d05525fc468003f2403b200f90455036ed6d8dc2b5f,2019-03,West Midlands Police,West Midlands Police,-1.789676,52.524303,On or near RUISLIP CLOSE,E01009096,Birmingham 029A,Unable to prosecute suspect
7c05ebdf19de498f15045dd2e62afa5f6205d1a3a11340b85c3e3ab8f4c01c2b,2019-03,West Midlands Police,West Midlands Police,-1.871760,52.457463,On or near ALFRED ROAD,E01009371,Birmingham 077D,Investigation complete; no suspect identified
62175ec33da35726ef983232711036bb9384d977b25c03c1fac6ac9d126218ca,2019-03,West Midlands Police,West Midlands Police,-1.789676,52.524303,On or near RUISLIP CLOSE,E01009096,Birmingham 029A,Unable to prosecute suspect
f5f43e4ef09243085351b16a7cec123fa946065006811a43feab98c343b3e2d7,2019-03,West Midlands Police,West Midlands Police,-1.827531,52.477877,On or near Hospital,E01009341,Birmingham 066E,Investigation complete; no suspect identified
104225afbaa1c02f5b0f4ea81eaa9f6a74081560f699e2452fdf22e9c8a41a6f,2019-03,West Midlands Police,West Midlands Police,-1.789676,52.524303,On or near RUISLIP CLOSE,E01009096,Birmingham 029A,Investigation complete; no suspect identified
1454bc1fccf2074ded3dc3690cacf22e575e58be5fe0741a0691ae5b714b8b69,2019-03,West Midlands Police,West Midlands Police,-1.802525,52.469127,On or near LODGE DRIVE,E01009518,Birmingham 067D,Investigation complete; no suspect identified
7e39e976b63f7248ac98dcee396b2b9ebcdf9885b8f7ae4aea6b0f4076cd0276,2019-03,West Midlands Police,West Midlands Police,-1.767073,52.481298,On or near EAST MEADWAY,E01009301,Birmingham 057D,Unable to prosecute suspect
78a45a85f93c198b4c4e4fe752b246cf0012733d3052ccb2f819a4d198c1bf5d,2019-03,West Midlands Police,West Midlands Police,-1.858517,52.443091,On or near COLLEGE ROAD,E01009044,Birmingham 097C,Suspect charged
a49fa8433cf1451d71c2bb245ba812c789d7003fd8fcaed439c14f6822ad93de,2019-03,West Midlands Police,West Midlands Police,-1.781443,52.469692,On or near MEON GROVE,E01009322,Birmingham 069D,Investigation complete; no suspect identified
01460d518e6beb89ffcfc23fdb471bffffc056e66bfdfde0fa76ad33df2e90ae,2019-03,West Midlands Police,West Midlands Police,-1.833075,52.444577,On or near Petrol Station,E01009018,Birmingham 090B,Investigation complete; no suspect identified
0ca7dd59013215e849452c192d92cc946518e7e8c396313b5f6043a52ba8f358,2019-03,West Midlands Police,West Midlands Police,-1.802809,52.468129,On or near BARROWS LANE,E01009520,Birmingham 072D,Investigation complete; no suspect identified
29ef7f2c060115d14e86e8399bcc717aa04ed3892230d666ac40bdd4776370f2,2019-03,West Midlands Police,West Midlands Police,-1.799951,52.468673,On or near CHARLBURY CRESCENT,E01009519,Birmingham 072C,Investigation complete; no suspect identified
bce7dd6766da01a1ecca22733c9673b4470a35cb35d8f79617e63318dafbc928,2019-03,West Midlands Police,West Midlands Police,-1.830244,52.426944,On or near ARKLEY GROVE,E01009033,Birmingham 103F,Investigation complete; no suspect identified
0e68f4d74ee7f12271b7bffd090ce55c8fb6ac54390ad77ff1f001ee77d1158a,2019-03,West Midlands Police,West Midlands Police,-1.766975,52.497021,On or near LONGSHAW GROVE,E01009310,Birmingham 046D,Investigation complete; no suspect identified
147a2b5bd3094f0b020a08cd9afc6aa810b2213264f486be33560120c06e5e27,2019-03,West Midlands Police,West Midlands Police,-1.783898,52.473356,On or near HADLAND ROAD,E01009512,Birmingham 062A,Unable to prosecute suspect
6f99d9abffffc33bc72294b4476b07c95674bf4eec2ed1f5d3d9ae8c5aad58d1,2019-03,West Midlands Police,West Midlands Police,-1.768656,52.451688,On or near Pedestrian Subway,E01009320,Birmingham 081F,Investigation complete; no suspect identified
ae9156979a5aac1273107548cccb01d9adfbe26e056b2452e2bc51f3fecfb736,2019-03,West Midlands Police,West Midlands Police,-1.865194,52.540397,On or near CHALFORD ROAD,E01009136,Birmingham 014E,Investigation complete; no suspect identified
56362bc5aafdd52db02de383fe46b9c9f270544afaca56be53ecc9e5d8be5358,2019-03,West Midlands Police,West Midlands Police,-1.822735,52.443834,On or near BOTTEVILLE ROAD,E01009018,Birmingham 090B,Unable to prosecute suspect
691870d738f1fa75291f1c1569aa996e3aa485fd64926e1187d93b55c3df5b05,2019-03,West Midlands Police,West Midlands Police,-1.870055,52.546938,On or near HOMERTON ROAD,E01009129,Birmingham 014C,Unable to prosecute suspect
cd879249ca26c408e6a54071f80e8f2dfa32c6cb8ec6ff2cfbfe2e7b61cc82f5,2019-03,West Midlands Police,West Midlands Police,-1.772397,52.459723,On or near PARKDALE ROAD,E01009317,Birmingham 081C,Unable to prosecute suspect
21c0c622fcd6d36451f6fc57c3891fb03901052ed4ba48577df7013e35fadc87,2019-03,West Midlands Police,West Midlands Police,-1.834292,52.516337,On or near ARDENLEIGH WAY,E01009104,Birmingham 028E,Unable to prosecute suspect
5ec088a019c95de94f7c54f88431368c9bcfc91a1887aab4adacfc5b432fd723,2019-03,West Midlands Police,West Midlands Police,-1.762718,52.480597,On or near BRIDDSLAND ROAD,E01009301,Birmingham 057D,Investigation complete; no suspect identified
b0b7e04f7cc85f6f13b86370ec79a7bc8c2ef19217aae982ceeb96121a676be3,2019-03,West Midlands Police,West Midlands Police,-1.772397,52.459723,On or near PARKDALE ROAD,E01009317,Birmingham 081C,Unable to prosecute suspect
05be0e70650fb95af8de750d330c3daf620704fbc73db4972f5e072057fca2d9,2019-03,West Midlands Police,West Midlands Police,-1.791798,52.540120,On or near FOLDYARD CLOSE,E01009436,Birmingham 012B,Investigation complete; no suspect identified
a03978145ceab7828788b3eb16260eb29ab6d6a06a106bd2cf696c53a727e3f4,2019-03,West Midlands Police,West Midlands Police,-1.885687,52.432503,On or near GADDESBY ROAD,E01009175,Birmingham 104A,Unable to prosecute suspect
b63abd237508618e22fdde87a00e53a475a2f347b0bce473913aecf65f394d68,2019-03,West Midlands Police,West Midlands Police,-1.796424,52.515316,On or near HAWKER DRIVE,E01009103,Birmingham 029E,Unable to prosecute suspect
8be018a60e9c6a58df689cdc188d0af89e82487f199b61ac8489228020dc3444,2019-03,West Midlands Police,West Midlands Police,-1.885687,52.432503,On or near GADDESBY ROAD,E01009175,Birmingham 104A,Unable to prosecute suspect
1137171249a8a089130770d7e83a71acff5f4c27edff9bcf5806f949bf5fdaba,2019-03,West Midlands Police,West Midlands Police,-1.796424,52.515316,On or near HAWKER DRIVE,E01009103,Birmingham 029E,Unable to prosecute suspect
3cd610049d99993fd37f10558961e0e690676acf3f0d233b4a3623720cb59db2,2019-03,West Midlands Police,West Midlands Police,-1.812940,52.443100,On or near OLTON BOULEVARD EAST,E01009015,Birmingham 089G,Investigation complete; no suspect identified
4041902fb686e8054d4b751fc12f5de810dc45167fddabd5111b2a816ae76050,2019-03,West Midlands Police,West Midlands Police,-1.858853,52.434713,On or near COMBER CROFT,E01009176,Birmingham 105E,Investigation complete; no suspect identified
5c1ec333d0e023445d997c2e8e1287060bd7f8092bacb68332fcfd0d203ae394,2019-03,West Midlands Police,West Midlands Police,-1.857458,52.520457,On or near MERE ROAD,E01009412,Birmingham 030C,Unable to prosecute suspect
47dbceaa676a5665aabc5f97607b0e243817ecf4c94f5592ff0f2cc16d356a73,2019-03,West Midlands Police,West Midlands Police,-1.833875,52.423461,On or near SOLIHULL LANE,E01032589,Birmingham 132E,Unable to prosecute suspect
e4de39841054285836faccc52a1ae98654c59afe5f482b4bf94572c0d77a9ee4,2019-03,West Midlands Police,West Midlands Police,-1.857458,52.520457,On or near MERE ROAD,E01009412,Birmingham 030C,Unable to prosecute suspect
d15c932b8da44e86ef4187cb561c44acd52ccac2248fcb21356b2ff108cdf4bd,2019-03,West Midlands Police,West Midlands Police,-1.892732,52.432779,On or near KINGSFIELD ROAD,E01009178,Birmingham 104C,Investigation complete; no suspect identified
ff72d5c8139ef99979cfa6d89847cf501a491b3611c220a4c94caf28d913b97f,2019-03,West Midlands Police,West Midlands Police,-1.892732,52.432779,On or near KINGSFIELD ROAD,E01009178,Birmingham 104C,Investigation complete; no suspect identified
ab876c062a422a57e294ba4d2bb29c0978a2c72e7daf838f4357f8f2c10b9434,2019-03,West Midlands Police,West Midlands Police,-1.839671,52.524183,On or near BARNABAS ROAD,E01009007,Birmingham 023D,Unable to prosecute suspect
4e06d7dd15d8e48adf9e50657a41f32f6acfcfd28e0d14172c939cd1a468fa4e,2019-03,West Midlands Police,West Midlands Police,-1.775525,52.484074,On or near EATESBROOK ROAD,E01009300,Birmingham 057C,Unable to prosecute suspect
32a5c118266ab1d6ce6738c80ea71fe83df4cca51922efa2a1b1c33d2deb3477,2019-03,West Midlands Police,West Midlands Police,-1.867227,52.516513,On or near PINTAIL DRIVE,E01009411,Birmingham 030B,Investigation complete; no suspect identified
9135e81580e373144499c4a1025ae79db9a0e8779a9bfdb3c548ce3cd6cb5c81,2019-03,West Midlands Police,West Midlands Police,-1.840209,52.469318,On or near MONICA ROAD,E01033642,Birmingham 063F,Suspect charged
